Year,Country,Region,Artist,Song,Artist.gender,Group.Solo,Place,Points,Is.Final,Song.In.English,Song.Quality,Normalized.Points,energy,duration,acousticness,danceability,tempo,speechiness,key,liveness,time_signature,mode,loudness,valence,Happiness
2008,Sweden,Scandinavia,Charlotte Perrelli,Hero,Female,Solo,18,47,1,1,1.187032956,0.018845229,0.906245236,175.26376,0.004618087,0.616044299,126.995,0.039056401,11,0.216965835,4,1,-5.34,0.666444529,5.525801527
2008,Denmark,Scandinavia,Simon Mathew,All Night Long,Male,Solo,15,60,1,1,1.548814005,0.024057739,0.724638289,173.83293,0.003838946,0.687790237,122.978,0.034248422,6,0.345082894,4,0,-5.154,0.727190504,6.015714286
2008,Georgia,Former Socialist Bloc,Diana Gurtskaya,Peace Will Come,Female,Solo,11,83,1,1,1.846104834,0.033279872,0.606369356,183.68109,0.065960343,0.580944183,76.991,0.032834401,5,0.136456276,4,0,-4.608,0.476056138,5.272054795
2008,Ukraine,Former Socialist Bloc,Ani Lorak,Shady Lady,Female,Solo,2,226,1,1,5.173206251,0.092221331,0.715463697,178.71782,0.030812845,0.70839292,127.935,0.07235068,6,0.113615976,4,0,-5.709,0.777855065,NA
2008,France,Western Europe,S_bastien Tellier,Divine,Male,Solo,19,47,1,1,1.092848411,0.018845229,0.867469367,181,0.182578769,0.567790861,142.019,0.033232709,10,0.245526276,4,1,-5.557,0.242570001,NA
2008,Azerbaijan,Former Socialist Bloc,Elnur and Samir,Day After Day,Both,Group,8,124,1,1,3.038035579,0.052927025,0.68763045,188.22639,0.026570547,0.587428273,108.018,0.045259322,6,0.125131146,4,1,-9.139,0.459717999,NA
2008,Greece,Western Europe,Kalomira,Secret Combination,Female,Solo,3,215,1,1,4.849319593,0.087409783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Spain,Western Europe,Rodolfo Chikilicuatre,Baila el Chiki-chiki,Male,Solo,16,55,1,1,1.126558536,0.022052927,0.863410199,173.8068,0.000413313,0.851493905,96.992,0.171342212,10,0.058021991,4,0,-5.907,0.848925641,5.003611111
2008,Serbia,Former Yugoslavia,Jelena Toma?evi?,Oro,Female,Solo,6,150,1,0,3.461662908,0.06415397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Russia,Former Socialist Bloc,Dima Bilan,Believe,Male,Solo,1,266,1,1,6.096743694,0.109061748,0.514368,185.11782,0.112698569,0.539576024,66.815,0.044000501,8,0.159315814,4,1,-11.799,0.223983627,NA
2008,Norway,Scandinavia,Maria Haukaas Storeng,Hold On Be Strong,Female,Solo,5,182,1,1,4.413915171,0.07297514,0.73885558,185.17007,0.0236931,0.553748829,92.021,0.025480601,6,0.297942374,4,0,-4.464,0.747437664,5.275714286
2007,Bosnia and Herzegovina,Former Yugoslavia,Marija,Rijeka bez imena,Female,Solo,11,106,1,0,2.458456111,0.043513957,0.514178889,185.88689,0.340025453,0.503882798,78.993,0.039178347,2,0.143929747,4,1,-8.707,0.253546873,5.098709677
2007,Spain,Western Europe,D'NASH,I Love You Mi Vida,Male,Group,20,43,1,1,0.763141375,0.017651888,0.946414694,180.09351,0.011482082,0.463904377,83.407,0.085394056,7,0.418115515,3,1,-5.943,0.648456473,5.264322034
2007,Belarus,Former Socialist Bloc,Dmitry Koldun,Work Your Magic,Male,Solo,6,145,1,1,3.525133633,0.05952381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Ireland,Independent,Dervish,They Can't Stop The Spring,Both,Group,24,5,1,1,0.169874158,0.002052545,0.696926598,172.66893,0.085195367,0.30406651,85.427,0.036390847,0,0.09493141,4,1,-6.53,0.472387333,4.837113402
2007,Finland,Scandinavia,Hanna Pakarinen,Leave Me Alone,Female,Solo,17,53,1,1,1.293894309,0.021756979,0.857734737,213.97333,0.00551308,0.521360071,106.037,0.037229146,6,0.486445024,3,0,-7.004,0.28393285,NA
2007,Macedonia,Former Yugoslavia,Karolina,Mojot svet,Female,Solo,14,73,1,1,1.707584424,0.029967159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Slovenia,Former Yugoslavia,Alenka Gotar,Cvet z juga,Female,Solo,15,66,1,0,1.450661616,0.027093596,0.788287513,183.76,0.805490647,0.317491336,124.723,0.058510668,3,0.351493795,4,1,-3.797,0.229705969,4.838571429
2007,Hungary,Former Socialist Bloc,Magdi R£zsa,Unsubstantial Blues,Female,Solo,9,128,1,1,3.135443313,0.052545156,0.456684975,182.1093,0.850128968,0.479246206,93.495,0.034342314,10,0.134840666,5,0,-4.086,0.58794234,NA
2007,Lithuania,Former Socialist Bloc,4Fun,Love or Leave,Both,Group,21,28,1,1,0.609374744,0.011494253,0.616090375,181.05424,0.175154247,0.659810263,83.523,0.030111017,8,0.086298051,4,1,-7.794,0.564057732,5.32896
2007,Greece,Western Europe,Sarbel,Yassou Maria,Male,Solo,7,139,1,1,3.099838236,0.057060755,0.765281292,30.02399,0.008778647,0.599874806,86.017,0.037316172,4,0.332436594,4,1,-11.735,0.704054891,5.461308411
2007,Georgia,Former Socialist Bloc,Sopho,Visionary Dream,Female,Solo,12,97,1,1,2.353758667,0.039819376,0.726092922,170.07846,0.058073813,0.551423442,121.83,0.050256663,7,0.11118753,3,1,-6.317,0.419098988,NA
2007,Sweden,Scandinavia,The Ark,The Worrying Kind,Male,Group,18,51,1,1,1.256703882,0.020935961,0.861285141,177.12435,0.041546889,0.549564958,66.976,0.032181715,11,0.083335115,4,1,-4.429,0.792874637,5.5
2007,France,Western Europe,Les Fatals Picards,L'amour _ La Française,Male,Group,22,19,1,1,0.428438408,0.007799672,0.894432291,162.73088,0.009069404,0.57129814,83.548,0.05192785,0,0.529460174,4,1,-6.653,0.712696709,NA
2007,Latvia,Former Socialist Bloc,Bonaparti.lv,Questa notte,Male,Group,16,54,1,0,1.290626923,0.022167488,0.571233089,178.77333,0.145411959,0.409287309,88.862,0.030293737,10,0.095467783,4,1,-5.004,0.263482062,4.963888889
2007,Russia,Former Socialist Bloc,Serebro,Song #1,Female,Group,3,207,1,1,4.796469423,0.084975369,0.953835641,199.6419,0.005673534,0.691462271,128.057,0.044531171,10,0.384838159,4,1,-3.074,0.608077924,5.362285714
2007,Germany,Western Europe,Roger Cicero,Frauen regier'n die Welt,Male,Solo,19,49,1,1,1.218459304,0.020114943,0.697592931,178.10667,0.285984956,0.494970691,101.625,0.110145361,11,0.099577033,3,0,-4.042,0.76204741,4.584646465
2007,Serbia,Former Yugoslavia,Marija ?erifovi?,Molitva,Female,Solo,1,268,1,0,6.113882935,0.11001642,0.959497665,218.04363,0.028094216,0.650668599,132.007,0.134356544,4,0.14215667,4,0,-5.242,0.465615738,NA
2007,Ukraine,Former Socialist Bloc,Verka Serduchka,Dancing Lasha Tumbai,Male,Solo,2,235,1,1,5.618015902,0.096469622,0.965034281,180.18068,0.023076373,0.72879237,144.037,0.048207543,11,0.31852866,4,0,-4.57,0.968450081,NA
2007,United Kingdom,Independent,Scooch,Flying the Flag (for You),Both,Group,23,19,1,1,0.628510854,0.007799672,0.985499655,282.67927,0.054799751,0.559747093,137.848,0.049673076,5,0.092369486,1,0,-9.378,0.500893576,5.166609442
2007,Romania,Former Socialist Bloc,Todomondo,"Liubi, Liubi, I Love You",Male,Group,13,84,1,1,2.064313099,0.034482759,0.585355931,179.94558,0.02010603,0.5684993,108.242,0.072490243,1,0.121179689,4,0,-7.33,0.928402432,5.269736842
2007,Bulgaria,Former Socialist Bloc,Elitsa Todorova and Stoyan Yankoulov,Water,Both,Group,5,157,1,0,3.824546501,0.064449918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Turkey,Independent,Kenan Do?ulu,Shake It Up Shekerim,Male,Solo,4,163,1,1,3.940233449,0.066912972,0.740508349,182.7522,0.019704655,0.804160723,107.998,0.081215849,10,0.037567744,4,0,-6.863,0.708265997,NA
2007,Armenia,Former Socialist Bloc,Hayko,Anytime You Need,Male,Solo,8,138,1,1,3.176107557,0.056650246,0.567510048,179.72345,0.478446793,0.451273875,167.906,0.030940703,7,0.107394225,4,0,-8.535,0.122551365,NA
2007,Moldova,Former Socialist Bloc,Natalia Barbu,Fight,Female,Solo,10,107,1,1,2.690739714,0.044745484,0.903091155,179.02975,0.300154438,0.582126007,170.093,0.06653657,2,0.134618065,4,0,-3.92,0.264178341,5.174146341
2006,Switzerland,Western Europe,six4one,If We All Give A Little,Both,Group,16,30,1,1,0.811468686,0.013611615,0.74630739,182.28635,0.062567092,0.40648015,160.557,0.069827604,11,0.15229154,4,1,-6.132,0.206355885,5.7504
2006,Moldova,Former Socialist Bloc,Arsenium feat. Natalia Gordienko & Connect-R,Loca,Both,Group,20,22,1,1,0.609162382,0.009981851,0.707482231,178.46812,0.060919313,0.829763918,93.004,0.182745757,4,0.066125287,4,0,-5.755,0.853164243,NA
2006,Israel,Independent,Eddie Butler,Together We Are One,Male,Solo,23,4,1,1,0.049490525,0.001814882,0.732123508,185.75628,0.152364327,0.527223428,90.002,0.028404854,0,0.129108471,4,1,-6.166,0.471137794,5.681512605
2006,Latvia,Former Socialist Bloc,Vocal Group Cosmos,I Hear Your Heart,Male,Group,16,30,1,1,0.840158737,0.013611615,0.339331848,180.61161,0.851286803,0.479069031,167.386,0.239997606,6,0.089904346,4,0,-11.982,0.169703605,NA
2006,Norway,Scandinavia,Christine Guldbrandsen,Alvedansen,Female,Solo,14,36,1,0,1.01285532,0.016333938,0.675308329,175.0722,0.10030862,0.450919262,86.014,0.027693734,7,0.300094341,4,0,-6.618,0.482656703,5.796
2006,Spain,Western Europe,Las Ketchup,Un Blodymary,Female,Group,21,18,1,0,0.146504635,0.008166969,0.795050283,182.5171,0.035417835,0.746443215,136.041,0.037383868,8,0.098353225,4,1,-7.36,0.873979289,5.029791667
2006,Malta,Western Europe,Fabrizio Faniello,I Do,Male,Solo,24,1,1,1,0.108668469,0.000453721,0.712771852,257.50884,0.052967857,0.681337885,136.013,0.060276815,5,0.63465773,4,0,-8.61,0.441618174,5.73020202
2006,Germany,Western Europe,Texas Lightning,No No Never,Both,Group,14,36,1,1,0.962077899,0.016333938,0.841856979,180.51147,0.076401464,0.647470494,121.003,0.02918641,2,0.282934138,4,1,-6.133,0.773154168,5.347641509
2006,Denmark,Scandinavia,Sidsel Ben Semmane,Twist of Love,Female,Solo,18,26,1,1,0.664558083,0.011796733,0.890210685,179.47537,0.00354574,0.505573052,78.984,0.033886733,9,0.304736733,4,1,-3.016,0.799512137,5.352795031
2006,Russia,Former Socialist Bloc,Dima Bilan,Never Let You Go,Male,Solo,2,248,1,1,6.39074943,0.112522686,0.919482314,180.2068,0.251355886,0.552904956,85.034,0.063197311,7,0.412788488,4,0,-5.412,0.448510809,NA
2006,Macedonia,Former Yugoslavia,Elena Risteska,Ninanajna,Female,Solo,12,56,1,1,1.506780539,0.025408348,0.79709241,181.39383,0.008039145,0.747202462,100.06,0.073719279,0,0.091668776,4,1,-5.327,0.686494127,NA
2006,Romania,Former Socialist Bloc,Mihai Tr?istariu,Torner‰,Male,Solo,4,176,1,1,4.608881186,0.078039927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Bosnia and Herzegovina,Former Yugoslavia,Hari Mata Hari,Lejla,Male,Group,3,229,1,0,6.22364043,0.103901996,0.626817462,191.17379,0.058036436,0.348795265,81.17,0.037575022,6,0.975524472,3,0,-4.494,0.202941114,5.195555556
2006,Lithuania,Former Socialist Bloc,LT United,We Are The Winners,Male,Group,6,162,1,1,4.502332693,0.073502722,0.702818151,151.53333,0.009585581,0.733670637,129.998,0.06924667,10,0.072136358,4,0,-6.27,0.879572809,5.734032258
2006,United Kingdom,Independent,Daz Sampson,Teenage Life,Male,Solo,19,25,1,1,0.691665039,0.011343013,0.920070777,184.88118,0.576555153,0.556461606,179.757,0.093112069,7,0.856285587,4,1,-5.553,0.854127671,5.52954386
2006,Greece,Western Europe,Anna Vissi,Everything,Female,Solo,9,128,1,1,3.141410581,0.058076225,0.52603878,180.52,0.025485276,0.530164,88.211,0.028503013,3,0.246790432,4,0,-7.118,0.513915063,NA
2006,Finland,Scandinavia,Lordi,Hard Rock Hallelujah,Male,Group,1,292,1,1,7.912414527,0.132486388,0.948509358,247.2,0.018591693,0.549882182,123.033,0.048204825,8,0.138220361,4,1,-4.041,0.530165773,NA
2006,Ukraine,Former Socialist Bloc,Tina Karol,Show Me Your Love,Female,Solo,7,145,1,1,3.807269263,0.065789474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.770921053
2006,France,Western Europe,Virginie Pouchain,Il _tait temps,Female,Solo,22,5,1,0,-0.228006664,0.002268603,0.335698555,182.46485,0.055907394,0.613181947,99.916,0.030652488,0,0.085631474,4,0,-6.539,0.307903052,5.046615385
2006,Croatia,Former Yugoslavia,Severina,Moja ?tikla,Female,Solo,12,56,1,0,1.559197805,0.025408348,0.915772839,224.41796,0.114401785,0.411804249,102.088,0.063061703,4,0.953340201,4,1,-4.471,0.469310896,5.116
2006,Ireland,Independent,Brian Kennedy,Every Song Is a Cry for Love,Male,Solo,10,93,1,1,2.520905688,0.042196007,0.54261662,180.61333,0.052382147,0.457602238,70.038,0.026801114,7,0.11909513,4,1,-5.976,0.313173964,5.284
2006,Sweden,Scandinavia,Carola,Invincible,Female,Solo,5,170,1,1,4.523196015,0.077132486,0.901847072,445.75302,0.001751005,0.669866527,130.993,0.044322287,1,0.039838759,4,1,-5.264,0.866616846,5.935357143
2006,Turkey,Independent,Sibel TÅzÅn,SÅper Star,Female,Solo,11,91,1,1,2.490916202,0.041288566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Armenia,Former Socialist Bloc,Andr_,Without Your Love,Male,Solo,8,129,1,1,3.33822984,0.058529946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Hungary,Former Socialist Bloc,NOX,"Forogj, vil_g!",Both,Group,12,97,1,0,2.519460512,0.042882405,0.880630022,396.77333,0.173565197,0.412664897,144.843,0.408260161,11,0.696317906,4,0,-8.261,0.451118415,5.294782609
2005,United Kingdom,Independent,Javine,Touch My Fire,Female,Solo,22,18,1,1,0.430637947,0.00795756,0.763697497,190.30159,0.035648801,0.746406447,120.029,0.062947941,10,0.280515073,4,0,-5.963,0.849109784,5.365098039
2005,Malta,Western Europe,Chiara,Angel,Female,Solo,2,192,1,1,5.148249069,0.084880637,0.480065815,230.04844,0.007296905,0.456984544,148.059,0.030123905,9,0.253942796,4,1,-10.012,0.14980952,5.634385965
2005,Romania,Former Socialist Bloc,Lumini?a Anghel and Sistem,Let Me Try,Female,Solo,3,158,1,1,4.049952117,0.069849691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Norway,Scandinavia,Wig Wam,In My Dreams,Male,Group,9,125,1,1,3.222772928,0.055260831,0.780855419,183.94231,0.166150058,0.429884312,126.042,0.045035656,4,0.167047549,4,0,-5.72,0.454281825,5.50442623
2005,Turkey,Independent,GÅlseren,Rimi Rimi Ley,Female,Solo,13,92,1,0,2.557905892,0.040671972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.731044776
2005,Moldova,Former Socialist Bloc,Zdob ?i Zdub,Boonika bate doba,Male,Group,6,148,1,1,3.986940248,0.065428824,0.903539041,239.50667,0.006826399,0.489460434,87.267,0.040238556,9,0.227271391,4,1,-5.209,0.328386976,NA
2005,Albania,Former Socialist Bloc,Ledina ‹elo,Tomorrow I Go,Female,Solo,16,53,1,1,1.261628165,0.023430592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Cyprus,Independent,Constantinos Christoforou,Ela Ela (Come Baby),Male,Solo,18,46,1,1,1.164146743,0.020335986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Spain,Western Europe,Son de Sol,Brujerça,Female,Group,21,28,1,0,0.516839073,0.012378426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.835189873
2005,Israel,Independent,Shiri Maimon,Hasheket Shenish'ar,Female,Solo,4,154,1,1,4.182754392,0.068081344,0.662122719,181.34667,0.520315135,0.536614179,75.014,0.028959706,5,0.095755413,4,0,-6.313,0.678389287,NA
2005,Serbia and Montenegro,Former Yugoslavia,No Name,Zauvijek moja,Male,Group,7,137,1,0,3.706834051,0.060565871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.494416244
2005,Denmark,Scandinavia,Jakob Sveistrup,Talking to You,Male,Solo,10,125,1,1,3.17034751,0.055260831,0.732815563,183.60272,0.109408439,0.643914775,87.017,0.046582268,0,0.144226688,4,1,-5.813,0.644188424,5.58707483
2005,Sweden,Scandinavia,Martin Stenmarck,Las Vegas,Male,Solo,19,30,1,1,0.658783496,0.013262599,0.913913271,185.17723,0.054796741,0.560739316,128.001,0.042153636,3,0.328605943,4,0,-4.327,0.560368732,5.649411765
2005,Macedonia,Former Yugoslavia,Martin Vu?i?,Make My Day,Male,Solo,17,52,1,1,1.37417852,0.022988506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Ukraine,Former Socialist Bloc,GreenJolly,Razom nas bahato,Male,Group,19,30,1,1,0.813370866,0.013262599,0.942477396,159.29333,0.398839193,0.894179246,90.094,0.090000615,4,0.067661413,4,0,-4.96,0.857736239,5.224761905
2005,Germany,Western Europe,Gracia Baur,Run and Hide,Female,Solo,24,4,1,1,0.099270706,0.001768347,0.752798732,239.53088,0.045878979,0.462903636,155.88,0.056466996,4,0.106635554,4,1,-7.238,0.20682934,NA
2005,Croatia,Former Yugoslavia,Boris Novkovi?,Vukovi umiru sami,Male,Solo,11,115,1,0,3.004521331,0.050839965,0.797358955,181.55102,0.069534652,0.317649214,80.048,0.089669676,2,0.798499989,3,0,-6.635,0.265054655,NA
2005,Greece,Western Europe,Helena Paparizou,My Number One,Female,Solo,1,230,1,1,5.918859955,0.101679929,0.747970671,175.06667,0.009255763,0.771534254,113.034,0.035485372,8,0.02651317,4,0,-6.131,0.971989043,5.575294118
2005,Russia,Former Socialist Bloc,Natalia Podolskaya,Nobody Hurt No One,Female,Solo,15,57,1,1,1.4554978,0.025198939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.375630252
